,title,description,job_level,languages,assessment_length,downloads,url,test_type
429,General Diseases (New),multichoice test that measures the knowledge of common diseases of ear nose throat and teeth their symptoms drugs used to treat them and various drugs used to relieve pain,graduate midprofessional professional individual contributor,english usa,5,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/General Diseases (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/general-diseases-new/,k
430,ITIL (IT Infrastructure Library) (New),multichoice test that measures the knowledge of capacity management change management and problem management,manager midprofessional professional individual contributor supervisor,english usa,8,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/ITIL (Information Technology Infrastructure Library) (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/itil-it-infrastructure-library-new/,k
431,SQL Server (New),multichoice test that measures the knowledge of basic sql queries creating and altering tables filtering grouping aggregation in sql and querying multiple tables,midprofessional professional individual contributor,english usa,11,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/SQL Server (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/,k
432,ASP .NET with C# (New),multichoice test that measures the knowledge of net framework and controls c fundamentals oops concepts and advanced topics such as data access components state management and security services,midprofessional professional individual contributor,english usa,13,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/ASP.NET with C Sharp (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/asp-net-with-c-new/,k
433,Universal Competency Framework Job profiling guide,the shl universal competency framework establishes a common language for competencies that underpins shls products and services it is a single underlying construct framework that provides a rational consistent and practical basis for the purpose of understanding peoples behaviours at work and the likelihood of being able to succeed in a given role and in a given environment,director entrylevel executive front line manager manager midprofessional professional individual contributor,english international portuguese,360,,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,c p
434,Enterprise Leadership Report 1.0,assess and benchmark your leaders against enterprise leadership the model for leader impact to drive business results in a complex work environment for more information visit httpswwwshlcomensolutionsidentifydevelopleadersenterpriseleadership,,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Enterprise Leadership Report Std v1.0 English International.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Enterprise Leadership Report Std v1.0 English (US).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Enterprise Leadership Report Std v1.0 Arabic.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Enterprise Leadership Report Std v1.0 Chinese Simplified.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Enterprise Leadership Report Std v1.0 Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Enterprise Leadership Report Std v1.0 French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Enterprise Leadership Report Std v1.0 German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Enterprise Leadership Report Std v1.0 Italian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Enterprise Leadership Sample Report (Brazilian Portuguese).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/enterprise-leadership-report/,p
435,Graduate Scenarios,graduate scenarios is a unique test of managerial judgement an individuals ability to decide on effective ways of handling real life situations it is specifically designed to assess judgement in graduates a group who typically has limited work experience to draw on it consists of hypothetical scenarios each followed by several possible responses candidates rate the effectiveness of each response using a 6point scale from highly undesirable to highly desirable it can be used for recruitment selection training and development performance management and coaching in a variety of functions and industries reports available graduate scenarios narrative report a participant focused report that contains graduate scenarios profile feedback report with development tips breaking down the overall managerial judgement results into each of the 3 subscales managing objectives people management and corporate management graduate scenarios profile displays all scores on these scales in terms of four types of norm system tscores percentiles stens and grades,manager midprofessional professional individual contributor graduate,english international,360,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Graduate Scenarios Fact Sheet.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios/,b
436,Graduate Scenarios Profile Report,graduate scenarios is a unique test of managerial judgement an individuals ability to decide on effective ways of handling real life situations it is specifically designed to assess judgement in graduates a group who typically has limited work experience to draw on it consists of hypothetical scenarios each followed by several possible responses candidates rate the effectiveness of each response using a 6point scale from highly undesirable to highly desirable it can be used for recruitment selection training and development performance management and coaching in a variety of functions and industries reports available graduate scenarios narrative report a participant focused report that contains graduate scenarios profile feedback report with development tips breaking down the overall managerial judgement results into each of the 3 subscales managing objectives people management and corporate management graduate scenarios profile displays all scores on these scales in terms of four types of norm system tscores percentiles stens and grades,,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Graduate Scenarios Profile Std v2.0 English International.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-profile-report/,b
437,Swing (New),multichoice test that measures the knowledge of components containers layouts and event handling in swing,midprofessional professional individual contributor,english usa,4,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Swing (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/swing-new/,k
438,.NET XAML (New),multichoice test that measures the knowledge of xaml triggers data binding custom controls and layouts,midprofessional professional individual contributor,english usa,5,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/.NET XAML (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/net-xaml-new/,k
439,Accounts Payable (New),multiplechoice test that measures the knowledge of processing payables and vendor invoices and the posting of journal entries,entrylevel graduate midprofessional professional individual contributor,english usa,9,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Accounts Payable (New).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Accounts Payable (New) Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/accounts-payable-new/,k
440,Docker (New),multichoice test that measures the knowledge of docker container data management docker performance and swarm,midprofessional professional individual contributor,english usa,10,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Docker (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/docker-new/,k
441,Operations Management (New),multichoice test that measures the knowledge of planning product design and development quality management and supply chain management,manager midprofessional professional individual contributor supervisor,english usa,7,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Operations Management (New).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Operations Management  sample report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/operations-management-new/,k
